Time,mean_smape,lower_smape,upper_smape,mean_smape_ab,lower_smape_ab,upper_smape_ab,mean_smape_t,lower_smape_t,upper_smape_t,mean_smape_AIC,lower_smape_AIC,upper_smape_AIC
5.29,0.014733273914749023,0.0021959493348170864,0.02727059849468096,0.4268852289772929,0.4180309125130911,0.43573954544149474,0.09295776597037746,0.06425361966375895,0.12166191227699596,0.014722337697009126,0.0007386451488855562,0.028706030245132696
5.3,0.014734305684128363,0.0021959466340691555,0.02727266473418757,0.4267449073072496,0.41793030143647963,0.4355595131780196,0.0929588575569541,0.06425271011750412,0.12166500499640408,0.014724299367079585,0.0007389333162071774,0.028709665417951995
5.3100000000000005,0.014735342873064971,0.002195943706698523,0.02727474203943142,0.42660645983008005,0.4178306416827324,0.43538227797742773,0.09295998190661027,0.06425181615298717,0.12166814766023337,0.014726268723204372,0.0007392212423519406,0.028713316204056802
5.32,0.014736385470581228,0.0021959405531761372,0.02727683038798632,0.42646985937200754,0.417731922608415,0.43520779613560007,0.09296113899743737,0.0642509379069564,0.12167134008791833,0.014728245750195147,0.0007395089296690551,0.028716982570721236
5.33,0.014737433465837257,0.00219593717396341,0.027278929757711103,0.4263350793246847,0.41763413383049786,0.4350360248188715,0.09296232880916015,0.06425007551463728,0.12167458210368302,0.01473023043306956,0.0007397963804953028,0.028720664485643817
5.34,0.014738486848129975,0.0021959335695123684,0.02728104012674758,0.4262020936299718,0.4175372652191818,0.4348669220407618,0.09296355132310605,0.06424922910976388,0.12167787353644821,0.014732222757049667,0.0007400835971551507,0.028724361916944184
5.3500000000000005,0.01473954560689204,0.0021959297402657438,0.027283161473518336,0.42607087676521843,0.41744130689088804,0.4347004466395488,0.09296480652217565,0.06424839882461028,0.12168121421974101,0.01473422270756037,0.0007403705819609592,0.02872807483315978
5.36,0.014740609731690741,0.002195925686656981,0.0272852937767245,0.4259414037290309,0.41734624920141183,0.43453655825664994,0.09296609439081417,0.06424758479002127,0.12168460399160708,0.014736230270227779,0.0007406573372130028,0.028731803203242555
5.37,0.014741679212227014,0.0021959214091103393,0.02728743701534369,0.42581365002750465,0.41725208273923203,0.4343752173157773,0.09296741491498306,0.06424678713544217,0.12168804269452395,0.014738245430877641,0.0007409438651996506,0.02873554699655563
5.38,0.014742754038334485,0.0021959169080410686,0.027289591168627902,0.4256880275431789,0.4171592873940259,0.4342167676923319,0.09296876808213313,0.06424600598894868,0.12169153017531757,0.014740268175533812,0.0007412301681974653,0.02873930618287016
5.39,0.014743834199978384,0.002195912183855347,0.027291756216101422,0.4255665559101874,0.41707014638627893,0.43406296543409584,0.09297015388117699,0.06424524147727484,0.12169506628507915,0.014742298490416784,0.000741516248471406,0.02874308073236216
5.4,0.014744919687254618,0.0021959072369504545,0.027293932137558784,0.42544672340854917,0.41698185832552204,0.4339115884915763,0.09297157230246399,0.06424449372584216,0.12169865087908581,0.01474433636194203,0.0007418021082747691,0.028746870615609293
5.41,0.014746010490388792,0.0021959020677148142,0.027296118913062772,0.42532850749076595,0.41689441466294824,0.43376260031858366,0.09297302333775383,0.06424376285878644,0.12170228381672121,0.014746381776718642,0.0007420877498494575,0.028750675803587825
